citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,ANNOVAR: functional annotation of genetic variants from high-throughput sequencing data.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A framework for variation discovery and genotyping using next-generation DNA sequencing data.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Deriving the consequences of genomic variants with the Ensembl API and SNP Effect Predictor.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Predicting deleterious amino acid substitutions.,2012,2001,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Evolution of the large secreted gel-forming mucins.,2012,2000,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Evolutionary changes of the number of olfactory receptor genes in the human and mouse lineages.,2012,2004,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Ru2 and Ru encode mouse orthologs of the genes mutated in human Hermansky-Pudlak syndrome types 5 and 6.,2012,2003,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Huntingtin interacts with a family of WW domain proteins.,2012,1998,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A novel gene containing a trinucleotide repeat that is expanded and unstable on Huntington's disease chromosomes. The Hu,2012,1993,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The ISG15 conjugation system broadly targets newly synthesized proteins: implications for the antiviral function of ISG1,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Herc5 attenuates influenza A virus by catalyzing ISGylation of viral NS1 protein.,2012,2010,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Human mu opiate receptor. cDNA and genomic clones, pharmacologic characterization and chromosomal assignment.",2012,1994,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,OPRM1 and EGFR contribute to skin pigmentation differences between Indigenous Americans and Europeans.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Natural selection has driven population differentiation in modern humans.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Cloning, primary sequence and chromosomal localization of human FMO2, a new member of the flavin-containing mono-oxygena",2012,1992,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"The flavin-containing monooxygenase 2 gene (FMO2) of humans, but not of other primates, encodes a truncated, nonfunction",2012,1998,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Differential modulation of endotoxin responsiveness by human caspase-12 polymorphisms.,2012,2004,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Spread of an inactive form of caspase-12 in humans is due to recent positive selection.,2012,2006,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,FUNC: a package for detecting significant associations between gene sets and ontological annotations.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Predicting the effects of coding non-synonymous variants on protein function using the SIFT algorithm.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"A new gene, EVC2, is mutated in Ellis-van Creveld syndrome.",2012,2002,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Mutations in two nonhomologous genes in a head-to-head configuration cause Ellis-van Creveld syndrome.,2012,2003,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Two novel heterozygous mutations of EVC2 cause a mild phenotype of Ellis-van Creveld syndrome in a Chinese family.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,[The meaning of taurodontism in oral surgery--case report].,2012,1991,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,,2012,2002,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Taurodontism: a review of the condition and endodontic treatment challenges.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Taurodontism: the incidence and possible significance of the trait.,2012,1976,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Transmitted duplication of 8p23.1-8p23.2 associated with speech delay, autism and learning difficulties.",2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,X-linked alpha-thalassemia/mental retardation (ATR-X) syndrome: localization to Xq12-q21.31 by X inactivation and linkag,2012,1992,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Linkage, association, and gene-expression analyses identify CNTNAP2 as an autism-susceptibility gene.",2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A common genetic variant in the neurexin superfamily member CNTNAP2 increases familial risk of autism.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A forkhead-domain gene is mutated in a severe speech and language disorder.,2012,2001,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Recessive symptomatic focal epilepsy and mutant contactin-associated protein-like 2.,2012,2006,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,An infantile autistic syndrome characterised by the presence of succinylpurines in body fluids.,2012,1984,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,A mutation in adenylosuccinate lyase associated with mental retardation and autistic features.,2012,1992,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The Human Gene Mutation Database: providing a comprehensive central mutation database for molecular diagnostics and pers,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Association of dystrophin-related protein with dystrophin-associated proteins in mdx mouse muscle.,2012,1992,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Missense mutations in the adhalin gene linked to autosomal recessive muscular dystrophy.,2012,1994,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Membrane organization of the dystrophin-glycoprotein complex.,2012,1991,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Denaturing HPLC profiling of the ABCA4 gene for reliable detection of allelic variations.,2012,2004,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The human inward rectifier K(+) channel subunit kir5.1 (KCNJ16) maps to chromosome 17q25 and is expressed in kidney and ,2012,2000,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Izumo is part of a multiprotein family whose members form large complexes on mammalian sperm.,2012,2009,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Cloning and characterization of a novel human clathrin heavy chain gene (CLTCL).,2012,1996,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Physical mapping by FISH of the DiGeorge critical region (DGCR): involvement of the region in familial cases,2012,1993,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,The evolutionary significance of cis-regulatory mutations.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"Contrasting properties of gene-specific regulatory, coding, and copy number mutations in Saccharomyces cerevisiae: frequ",2012,2012,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Microarray analysis shows that some microRNAs downregulate large numbers of target mRNAs.,2012,2005,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Widespread changes in protein synthesis induced by microRNAs.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Conservation of the sequence and temporal expression of let-7 heterochronic regulatory RNA.,2012,2000,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,MicroRNA-driven developmental remodeling in the brain distinguishes humans from other primates.,2012,2011,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Application of massively parallel sequencing to microRNA profiling and discovery in human embryonic stem cells.,2012,2008,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,"JASPAR, the open access database of transcription factor-binding profiles: new content and tools in the 2008 update.",2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,CTCFBSDB: a CTCF-binding site database for characterization of vertebrate genomic insulators.,2012,2007,unresolved
pmid_22936568,,A high-coverage genome sequence from an archaic Denisovan individual.,Insulators and promoters: closer than we think.,2012,2010,unresolved
